INFO 2021-04-30 10:50:31,023 autoreload 16615 139797028714304 Watching for file changes with StatReloader
DEBUG 2021-04-30 10:50:31,284 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/handlers/wsgi.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,284 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/contenttypes/models.py first seen with mtime 1611661712.7364647
DEBUG 2021-04-30 10:50:31,284 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,284 autoreload 16615 139797028714304 File /usr/lib/python3.8/lib-dynload/_uuid.cpython-38-x86_64-linux-gnu.so first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/fields/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/importlib/abc.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/admin/sites.py first seen with mtime 1611661712.5844572
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/operator.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/template/defaultfilters.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/copyreg.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/tokenize.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/opcode.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1611661712.7364647
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/email/headerregistry.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/unittest/util.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/ipv6.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /usr/lib/python3.8/datetime.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,285 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/encoding.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/sql/where.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/_compression.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/lib-dynload/_decimal.cpython-38-x86_64-linux-gnu.so first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/sql/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/code.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/xml/__init__.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/asgiref/current_thread_executor.py first seen with mtime 1611661712.1524358
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/xml/dom/__init__.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/bisect.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/management/commands/runserver.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/multiprocessing/process.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/checks/security/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /usr/lib/python3.8/wsgiref/util.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,286 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/sqlparse/formatter.py first seen with mtime 1611661712.1844375
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/checks/translation.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /usr/lib/python3.8/email/base64mime.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/auth/models.py first seen with mtime 1611661712.7364647
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/trsock.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/dateformat.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/functional.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/checks/messages.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/urls/exceptions.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/selector_events.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/safestring.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,287 autoreload 16615 139797028714304 File /usr/lib/python3.8/email/charset.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/constants.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /usr/lib/python3.8/http/server.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/management/color.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /usr/lib/python3.8/http/cookies.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1611661712.7244642
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/cache.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/auth/apps.py first seen with mtime 1611661712.7364647
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /usr/lib/python3.8/collections/__init__.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/serializers/json.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/backends/sqlite3/operations.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/autoreload.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/forms/formsets.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /usr/lib/python3.8/urllib/request.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/middleware/csrf.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,288 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/template/loader.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/template/utils.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/template/defaulttags.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /usr/lib/python3.8/signal.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/files/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/base_tasks.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/pytz/exceptions.py first seen with mtime 1611661712.2524407
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/shortcuts.py first seen with mtime 1611661712.4604511
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/translation/reloader.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/checks/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/sqlparse/filters/right_margin.py first seen with mtime 1611661712.1884377
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/sql/query.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/functions/text.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,289 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/backends/signals.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/deprecation.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/options.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /usr/lib/python3.8/platform.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/reds/settings/prod.py first seen with mtime 1619693528.9752033
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/queues.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/transaction.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/serializers/python.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /usr/lib/python3.8/json/scanner.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/auth/tokens.py first seen with mtime 1611661712.7364647
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/views/generic/list.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/query_utils.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/backends/base/operations.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,290 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/asgiref/sync.py first seen with mtime 1611661712.1524358
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/pytz/__init__.py first seen with mtime 1611661712.2524407
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/sqlparse/sql.py first seen with mtime 1611661712.1844375
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/base.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/termcolors.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /usr/lib/python3.8/glob.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/info/models.py first seen with mtime 1611663311.5163293
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/constraints.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /usr/lib/python3.8/fractions.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/fields/proxy.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/middleware/cache.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/views/generic/dates.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/files/storage.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/admin/exceptions.py first seen with mtime 1611661712.5844572
DEBUG 2021-04-30 10:50:31,291 autoreload 16615 139797028714304 File /usr/lib/python3.8/numbers.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/template/loader_tags.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/crypto.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/admin/widgets.py first seen with mtime 1611661712.5844572
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/templatetags/i18n.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/deletion.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/reds/settings/__init__.py first seen with mtime 1619778210.8262382
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /usr/lib/python3.8/lib-dynload/_sqlite3.cpython-38-x86_64-linux-gnu.so first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /usr/lib/python3.8/distutils/version.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /usr/lib/python3.8/argparse.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /usr/lib/python3.8/_bootlocale.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1611661712.7364647
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/unix_events.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /usr/lib/python3.8/wsgiref/headers.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,292 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/forms/renderers.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/forms/forms.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /usr/lib/python3.8/lib-dynload/_json.cpython-38-x86_64-linux-gnu.so first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/management/sql.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/manager.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/admin/__init__.py first seen with mtime 1611661712.5284545
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/servers/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /usr/lib/python3.8/uu.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/validators.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /usr/lib/python3.8/_markupbase.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /usr/lib/python3.8/enum.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,293 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/base_events.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /usr/lib/python3.8/cgi.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/reds/urls.py first seen with mtime 1619526312.3133416
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/fields/json.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/sql/constants.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/futures.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /usr/lib/python3.8/email/_parseaddr.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/locks.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/handlers/asgi.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /usr/lib/python3.8/pkgutil.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /usr/lib/python3.8/gettext.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/text.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/core/paginator.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /usr/lib/python3.8/lib-dynload/_ctypes.cpython-38-x86_64-linux-gnu.so first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,294 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/sqlparse/filters/tokens.py first seen with mtime 1611661712.1884377
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/expressions.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /usr/lib/python3.8/asyncio/staggered.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/migrations/operations/models.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/pytz/tzfile.py first seen with mtime 1611661712.2524407
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /usr/lib/python3.8/bz2.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /usr/lib/python3.8/codecs.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/backends/sqlite3/__init__.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/topological_sort.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /usr/lib/python3.8/http/client.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/contrib/auth/admin.py first seen with mtime 1611661712.7364647
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /usr/lib/python3.8/multiprocessing/__init__.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /usr/lib/python3.8/lib-dynload/_hashlib.cpython-38-x86_64-linux-gnu.so first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/utils/http.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/views/static.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,295 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/db/models/functions/mixins.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,296 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/template/context.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,296 autoreload 16615 139797028714304 File /usr/lib/python3.8/reprlib.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,296 autoreload 16615 139797028714304 File /usr/lib/python3.8/struct.py first seen with mtime 1595941180.0
DEBUG 2021-04-30 10:50:31,296 autoreload 16615 139797028714304 File /home/seantakei/Desktop/reds/11_env/lib/python3.8/site-packages/django/template/library.py first seen with mtime 1611661712.9164736
DEBUG 2021-04-30 10:50:31,296 autoreload 16615 139797028714304 File /usr/lib/python3.8/cmd.py first seen with mtime 1595941180.0
